,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width_B,serve_width_BC,serve_width_BW,serve_width_C,serve_width_W,serve_depth_CTL,serve_depth_NCTL,return_depth_D,return_depth_ND,winner_shot_type_0,winner_shot_type_B,winner_shot_type_F,elapsed_seconds,sf_elo_diff_538,match_prob_kls_EM
5925,5925,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:51:51,2,4,79,1,0,1,2,0,15,1,2,2,41,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.444,1.645,0,112.3839176,1,0,0,0,0,1,0,0,0,1,0,0,3111,8.176355,0.860476703
5926,5926,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:52:16,2,4,80,1,0,1,2,0,30,1,1,2,41,39,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,31.039,27.93,8,120,0,0,1,0,0,0,1,1,0,0,0,1,3136,8.176355,0.860476703
5927,5927,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:53:00,2,4,81,1,0,1,2,0,40,1,1,1,42,39,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.914,0.883,1,122,0,0,0,0,1,1,0,0,0,1,0,0,3180,8.176355,0.860476703
5928,5928,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:53:34,2,4,82,1,0,1,2,15,40,1,1,1,43,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.687,11.305,3,120,0,0,0,0,1,0,1,0,1,0,0,1,3214,8.176355,0.860476703
5929,5929,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:53:54,2,4,83,1,0,1,2,30,40,1,1,2,43,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,69.887,56.625,8,126,0,1,0,0,0,0,1,0,1,1,0,0,3234,8.176355,0.860476703
5930,5930,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:54:47,2,5,84,1,0,1,3,0,0,2,2,1,44,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.519,8.452,2,113,0,1,0,0,0,0,1,0,1,1,0,0,3287,8.176355,0.860476703
5931,5931,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:55:25,2,5,85,1,0,1,3,15,0,2,1,2,44,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.469,8.45,3,122,0,0,0,1,0,0,1,0,1,0,0,1,3325,8.176355,0.860476703
5932,5932,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:55:54,2,5,86,1,0,1,3,15,15,2,1,1,45,41,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.547,13.855,4,121,0,0,0,0,1,1,0,0,0,0,1,0,3354,8.176355,0.860476703
5933,5933,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:56:28,2,5,87,1,0,1,3,30,15,2,1,2,45,42,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30.543,26.344,5,125,0,1,0,0,0,0,1,0,1,0,1,0,3388,8.176355,0.860476703
5934,5934,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:57:06,2,5,88,1,0,1,3,30,30,2,1,2,45,43,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.292,9.551,3,115,0,0,0,0,1,1,0,0,0,0,0,1,3426,8.176355,0.860476703
5935,5935,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:57:59,2,5,89,1,0,1,3,30,40,2,2,1,46,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.734,7.851,2,97,0,0,0,0,1,0,1,0,1,1,0,0,3479,8.176355,0.860476703
5936,5936,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:58:36,2,5,90,1,0,1,3,40,40,2,2,2,46,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.844,24.598,7,110,0,1,0,0,0,0,1,0,1,0,0,1,3516,8.176355,0.860476703
5937,5937,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0:59:23,2,5,91,1,0,1,3,40,55,2,2,2,46,45,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.646,16.561,5,114,0,1,0,0,0,0,1,0,0,0,0,1,3563,8.176355,0.860476703
5938,5938,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:01:32,2,6,92,1,0,1,4,0,0,1,1,1,47,45,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.838,23.493,5,112,0,0,0,0,1,1,0,1,0,0,1,0,3692,8.176355,0.860476703
5939,5939,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:01:56,2,6,93,1,0,1,4,15,0,1,1,2,47,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.786,31.046,8,123,0,0,0,1,0,0,1,0,1,0,1,0,3716,8.176355,0.860476703
5940,5940,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:02:26,2,6,94,1,0,1,4,15,15,1,1,1,48,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.524,4.429,1,112,0,0,0,0,1,1,0,0,1,1,0,0,3746,8.176355,0.860476703
5941,5941,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:02:44,2,6,95,1,0,1,4,30,15,1,1,1,49,46,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,1.087,1,115,0,0,0,1,0,1,0,0,0,1,0,0,3764,8.176355,0.860476703
5942,5942,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:03:04,2,6,96,1,0,1,4,40,15,1,1,2,49,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.414,7.596,2,119,0,0,1,0,0,0,1,0,1,0,0,1,3784,8.176355,0.860476703
5943,5943,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:03:28,2,6,97,1,0,1,4,40,30,1,1,2,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.776,6.048,2,124,0,0,0,1,0,0,1,0,1,1,0,0,3808,8.176355,0.860476703
5944,5944,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:03:46,2,6,98,1,0,1,4,40,40,1,1,2,49,49,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.155,22.656,4,122,0,0,0,0,1,0,1,0,1,1,0,0,3826,8.176355,0.860476703
5945,5945,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:04:08,2,6,99,1,0,1,4,40,55,1,1,2,49,50,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,18.396,19.519,6,124,0,1,0,0,0,0,1,1,0,0,0,1,3848,8.176355,0.860476703
5946,5946,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:05:06,2,7,100,1,0,1,5,0,0,2,2,2,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.335,21.474,5,111,0,1,0,0,0,0,1,0,1,1,0,0,3906,8.176355,0.860476703
5947,5947,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:05:45,2,7,101,1,0,1,5,0,15,2,1,2,49,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609,0.864,1,123,0,0,0,1,0,1,0,0,0,1,0,0,3945,8.176355,0.860476703
5948,5948,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:06:26,2,7,102,1,0,1,5,0,30,2,1,2,49,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.765,3.767,1,119,0,0,0,0,1,1,0,0,1,1,0,0,3986,8.176355,0.860476703
5949,5949,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:06:46,2,7,103,1,0,1,5,0,40,2,1,1,50,53,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.641,9.684,2,123,0,0,1,0,0,0,1,0,1,1,0,0,4006,8.176355,0.860476703
5950,5950,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:07:16,2,7,104,1,0,1,5,15,40,2,2,1,51,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.416,5.596,2,113,1,0,0,0,0,0,1,0,1,1,0,0,4036,8.176355,0.860476703
5951,5951,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:08:10,2,7,105,1,0,1,5,30,40,2,1,1,52,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.521,16.09,4,123,0,0,0,1,0,0,1,1,0,1,0,0,4090,8.176355,0.860476703
5952,5952,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:09:00,2,7,106,1,0,1,5,40,40,2,1,2,52,54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,1.619,1,124,0,0,0,1,0,1,0,0,0,1,0,0,4140,8.176355,0.860476703
5953,5953,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:09:27,2,7,107,1,0,1,5,40,55,2,1,2,52,55,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992,0.862,1,126,0,0,0,1,0,0,1,0,0,1,0,0,4167,8.176355,0.860476703
5954,5954,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:11:32,3,1,108,1,1,0,0,0,0,1,1,1,53,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.439,8.036,1,125,0,0,0,1,0,1,0,0,1,1,0,0,4292,8.176355,0.860476703
5955,5955,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:11:52,3,1,109,1,1,0,0,15,0,1,2,1,54,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.46,14.531,3,88,0,0,1,0,0,0,1,0,1,1,0,0,4312,8.176355,0.860476703
5956,5956,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:12:26,3,1,110,1,1,0,0,30,0,1,2,2,54,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.483,9.96,2,95,0,1,0,0,0,0,1,1,0,1,0,0,4346,8.176355,0.860476703
5957,5957,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:12:55,3,1,111,1,1,0,0,30,15,1,2,2,54,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.373,14.506,4,93,0,0,1,0,0,0,1,0,1,1,0,0,4375,8.176355,0.860476703
5958,5958,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:13:36,3,1,112,1,1,0,0,30,30,1,2,2,54,58,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.314,6.068,0,112.3839176,1,0,0,0,0,1,0,0,1,1,0,0,4416,8.176355,0.860476703
5959,5959,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:14:16,3,1,113,1,1,0,0,30,40,1,1,2,54,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10.261,10.982,2,126,0,0,0,0,1,1,0,1,0,1,0,0,4456,8.176355,0.860476703
5960,5960,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:15:09,3,2,114,1,1,0,1,0,0,2,1,2,54,60,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.122,8.662,3,122,0,0,0,1,0,0,1,0,0,0,0,1,4509,8.176355,0.860476703
5961,5961,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:15:33,3,2,115,1,1,0,1,0,15,2,1,2,54,61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.009,8.551,1,123,0,0,0,1,0,0,1,1,0,1,0,0,4533,8.176355,0.860476703
5962,5962,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:15:56,3,2,116,1,1,0,1,0,30,2,1,2,54,62,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.714,7.768,1,114,0,0,0,0,1,1,0,1,0,1,0,0,4556,8.176355,0.860476703
5963,5963,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:16:20,3,2,117,1,1,0,1,0,40,2,1,2,54,63,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.958,5.89,1,122,0,0,0,1,0,0,1,1,0,1,0,0,4580,8.176355,0.860476703
5964,5964,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:16:47,3,3,118,1,1,0,2,0,0,1,2,1,55,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.045,1.872,1,110,0,0,0,0,1,0,1,0,0,1,0,0,4607,8.176355,0.860476703
5965,5965,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:17:19,3,3,119,1,1,0,2,15,0,1,1,1,56,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.816,9.053,3,119,0,0,0,0,1,0,1,1,0,0,0,1,4639,8.176355,0.860476703
5966,5966,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:17:38,3,3,120,1,1,0,2,30,0,1,2,1,57,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406,2.555,1,114,0,1,0,0,0,1,0,0,1,1,0,0,4658,8.176355,0.860476703
5967,5967,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:18:00,3,3,121,1,1,0,2,40,0,1,1,1,58,63,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,1.058,1,115,0,0,0,1,0,0,1,0,0,1,0,0,4680,8.176355,0.860476703
5968,5968,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:19:47,3,4,122,1,1,1,2,0,0,2,1,2,58,64,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.037,15.482,3,124,0,1,0,0,0,1,0,0,0,0,0,1,4787,8.176355,0.860476703
5969,5969,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:20:08,3,4,123,1,1,1,2,0,15,2,1,1,59,64,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.506,6.312,2,119,0,1,0,0,0,0,1,0,0,1,0,0,4808,8.176355,0.860476703
5970,5970,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:20:38,3,4,124,1,1,1,2,15,15,2,1,2,59,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.197,1.609,1,122,0,0,0,1,0,0,1,0,0,1,0,0,4838,8.176355,0.860476703
5971,5971,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:20:58,3,4,125,1,1,1,2,15,30,2,1,2,59,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,3.409,1,120,0,0,0,0,1,1,0,0,0,1,0,0,4858,8.176355,0.860476703
5972,5972,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:21:43,3,4,126,1,1,1,2,15,40,2,2,2,59,67,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.871,6.64,1,120,0,1,0,0,0,1,0,1,0,1,0,0,4903,8.176355,0.860476703
5973,5973,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:22:32,3,5,127,1,1,1,3,0,0,1,1,1,60,67,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0.81,1,121,0,0,0,1,0,0,1,0,0,1,0,0,4952,8.176355,0.860476703
5974,5974,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:22:48,3,5,128,1,1,1,3,15,0,1,2,1,61,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.534,14.398,1,99,0,0,0,0,1,0,1,0,1,1,0,0,4968,8.176355,0.860476703
5975,5975,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:23:10,3,5,129,1,1,1,3,30,0,1,1,1,62,67,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716,1.019,1,121,0,0,0,1,0,0,1,0,0,1,0,0,4990,8.176355,0.860476703
5976,5976,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:23:24,3,5,130,1,1,1,3,40,0,1,1,1,63,67,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24.536,13.467,1,118,0,0,0,0,1,0,1,1,0,1,0,0,5004,8.176355,0.860476703
5977,5977,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:25:20,3,6,131,1,1,2,3,0,0,2,1,2,63,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.392,8.5,3,113,0,0,0,0,1,0,1,1,0,1,0,0,5120,8.176355,0.860476703
5978,5978,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:25:50,3,6,132,1,1,2,3,0,15,2,1,1,64,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.225,14.268,4,120,0,0,0,1,0,0,1,0,1,1,0,0,5150,8.176355,0.860476703
5979,5979,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:26:24,3,6,133,1,1,2,3,15,15,2,1,2,64,69,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.027,12.349,1,124,0,0,0,1,0,0,1,1,0,1,0,0,5184,8.176355,0.860476703
5980,5980,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:26:50,3,6,134,1,1,2,3,15,30,2,1,2,64,70,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.478,10.66,3,124,0,0,0,0,1,1,0,0,0,0,0,1,5210,8.176355,0.860476703
5981,5981,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:27:23,3,6,135,1,1,2,3,15,40,2,1,2,64,71,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.357,14.419,3,114,0,0,0,0,1,1,0,0,0,0,0,1,5243,8.176355,0.860476703
5982,5982,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:27:51,3,7,136,1,1,2,4,0,0,1,1,2,64,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.291,7.231,2,109,0,0,0,0,1,0,1,1,0,1,0,0,5271,8.176355,0.860476703
5983,5983,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:28:23,3,7,137,1,1,2,4,0,15,1,2,1,65,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.634,3.882,1,111,0,0,0,1,0,0,1,0,1,1,0,0,5303,8.176355,0.860476703
5984,5984,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:28:56,3,7,138,1,1,2,4,15,15,1,2,1,66,72,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15.378,17.567,3,101,0,0,0,1,0,0,1,1,0,1,0,0,5336,8.176355,0.860476703
5985,5985,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:29:27,3,7,139,1,1,2,4,30,15,1,1,1,67,72,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,1.039,1,120,0,0,0,0,1,1,0,0,0,1,0,0,5367,8.176355,0.860476703
5986,5986,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:29:46,3,7,140,1,1,2,4,40,15,1,1,1,68,72,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823,1.116,1,116,0,0,0,0,1,1,0,0,0,1,0,0,5386,8.176355,0.860476703
5987,5987,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:31:26,3,8,141,1,1,3,4,0,0,2,1,2,68,73,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.08,11.755,3,125,0,0,0,1,0,0,1,0,0,0,0,1,5486,8.176355,0.860476703
5988,5988,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:31:54,3,8,142,1,1,3,4,0,15,2,1,2,68,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,6.165,1,124,0,0,1,0,0,0,1,1,0,1,0,0,5514,8.176355,0.860476703
5989,5989,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:32:19,3,8,143,1,1,3,4,0,30,2,2,2,68,75,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.438,12.289,3,112,0,1,0,0,0,0,1,0,0,0,0,1,5539,8.176355,0.860476703
5990,5990,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:34:02,3,8,144,1,1,3,4,0,40,2,1,1,69,75,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.039,7.645,2,120,0,1,0,0,0,0,1,0,1,0,0,1,5642,8.176355,0.860476703
5991,5991,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:34:28,3,8,145,1,1,3,4,15,40,2,1,2,69,76,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.365,13.652,3,113,0,0,0,0,1,0,1,0,1,0,0,1,5668,8.176355,0.860476703
5992,5992,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:35:40,3,9,147,1,1,3,5,0,15,1,2,2,69,78,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.378,16.434,2,96,0,0,1,0,0,0,1,0,1,1,0,0,5740,8.176355,0.860476703
5993,5993,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:36:12,3,9,148,1,1,3,5,0,30,1,1,1,70,78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871,1.062,1,124,0,0,0,1,0,0,1,0,0,1,0,0,5772,8.176355,0.860476703
5994,5994,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:36:32,3,9,149,1,1,3,5,15,30,1,1,1,71,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322,1.887,1,123,0,0,1,0,0,0,1,0,0,1,0,0,5792,8.176355,0.860476703
5995,5995,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:36:48,3,9,150,1,1,3,5,30,30,1,1,1,72,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.903,4.189,1,121,0,0,1,0,0,0,1,0,0,1,0,0,5808,8.176355,0.860476703
5996,5996,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:37:04,3,9,151,1,1,3,5,40,30,1,2,1,73,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.193,1.868,1,102,0,0,1,0,0,0,1,0,0,1,0,0,5824,8.176355,0.860476703
5997,5997,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:38:47,3,10,152,1,1,4,5,0,0,2,2,2,73,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.011,5.753,3,111,1,0,0,0,0,0,1,0,1,0,0,1,5927,8.176355,0.860476703
5998,5998,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:39:21,3,10,153,1,1,4,5,0,15,2,2,1,74,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.294,8.139,2,116,0,0,0,1,0,0,1,0,1,1,0,0,5961,8.176355,0.860476703
5999,5999,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:39:56,3,10,154,1,1,4,5,15,15,2,1,1,75,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.455,13.513,4,118,0,0,0,1,0,0,1,1,0,1,0,0,5996,8.176355,0.860476703
6000,6000,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:40:32,3,10,155,1,1,4,5,30,15,2,1,2,75,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.703,7.693,3,122,0,0,0,1,0,0,1,0,1,0,0,1,6032,8.176355,0.860476703
6001,6001,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:41:03,3,10,156,1,1,4,5,30,30,2,2,2,75,81,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.68,16.041,3,110,0,1,0,0,0,0,1,0,1,1,0,0,6063,8.176355,0.860476703
6002,6002,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:41:45,3,10,157,1,1,4,5,30,40,2,1,2,75,82,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,1.265,1,121,0,0,0,0,1,1,0,0,0,1,0,0,6105,8.176355,0.860476703
6003,6003,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:44:41,4,1,158,1,2,0,0,0,0,1,1,1,76,82,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.294,1,111,0,0,0,0,1,1,0,0,0,1,0,0,6281,8.176355,0.860476703
6004,6004,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:44:56,4,1,159,1,2,0,0,15,0,1,1,1,77,82,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.986,1,121,0,0,0,0,1,1,0,0,0,1,0,0,6296,8.176355,0.860476703
6005,6005,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:45:11,4,1,160,1,2,0,0,30,0,1,1,1,78,82,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.81,13.866,3,117,0,0,1,0,0,0,1,1,0,1,0,0,6311,8.176355,0.860476703
6006,6006,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:45:29,4,1,161,1,2,0,0,40,0,1,1,1,79,82,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,1.084,1,120,0,0,0,1,0,0,1,0,0,1,0,0,6329,8.176355,0.860476703
6007,6007,2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,1:46:12,4,2,162,1,2,1,0,0,0,2,2,1,80,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.545,24.562,4,119,0,1,0,0,0,0,1,0,1,1,0,0,6372,8.176355,0.860476703
